COD,SETOR,PRECO_ATUAL,LIQUIDEZ_DIARIA,DIVIDENDO,DIVIDEND_YIELD,DY_3M_ACUM,DY_6M_ACUM,DY_12M_ACUM,DY_3M_MEDIA,DY_6M_MEDIA,DY_12M_MEDIA,DY_ANO,VARIACAO_PRECO,RENTAB_PERIODO,RENTAB_ACUM,PATRIMONIO_LIQ,VPA,P_VPA,DY_PATRIMONIAL,VARIACAO_PATRIMONIAL,RENTAB_PATR_NO_PERIODO,RENTAB_PATR_ACUM,VACANCIA_FISICA,VACANCIA_FINANCEIRA,QUANTIDADE_ATIVOS
KFOF11,Títulos e Val. Mob.,"74,30",12222,"0,72","0,93","2,79","5,39","10,48","0,93","0,90","0,87","2,79","-0,54","0,38","4,18"," 395.987.915,10"," 87,35","0,85","0,82","-0,90","-0,08","0,73",N/A,N/A,0
HSML11,Shoppings,"80,06",26578,"0,74","0,93","2,75","5,20","9,87","0,92","0,87","0,82","2,75","0,72","1,66","1,95"," 1.515.549.038,62"," 96,04","0,83","0,77","-0,38","0,39","1,12","4,50",N/A,6
ITIT11,Títulos e Val. Mob.,"72,46",885,"0,56","0,76","2,40","4,55","9,16","0,80","0,76","0,76","2,40","-1,95","-1,20","-2,51"," 67.150.606,57"," 74,57","0,97","0,78","-1,96","-1,20","-0,34",N/A,N/A,0
PORD11,Títulos e Val. Mob.,"82,81",4281,"1,00","1,22","3,64","6,58","15,01","1,21","1,10","1,25","3,64","-7,10","-5,96","-7,37"," 365.459.831,04"," 98,02","0,84","1,07","0,53","1,60","2,77",N/A,N/A,0
BRCO11,Logística,"95,86",16001,"0,62","0,65","1,96","3,94","7,93","0,65","0,66","0,66","1,96","2,93","3,59","1,75"," 1.793.830.856,25"," 121,38","0,79","0,51","-0,05","0,46","0,97","0,00","0,00",10
BNFS11,Outros,"111,32",2,"1,46","1,31","3,49","7,20","14,48","1,16","1,20","1,21","3,49","-7,94","-6,74","-5,72"," 63.975.331,10"," 91,39","1,22","1,45","0,00","1,45","1,45","0,00",N/A,18
ABCP11,Shoppings,"64,39",332,"0,50","0,78","2,31","4,55","9,20","0,77","0,76","0,77","2,31","-0,82","-0,05","-1,46"," 431.490.855,55"," 91,63","0,70","0,55","0,13","0,68","1,23","7,50",N/A,1
PQDP11,Shoppings,"1.740,00",86,"25,60","1,51","2,86","5,24","9,62","0,95","0,87","0,80","2,86","-17,37","-16,13","-14,36"," 813.718.968,26"," 3.314,36","0,52","0,50","0,07","0,57","1,70","3,60",N/A,1
BBFI11B,Lajes Corporativas,"1.415,00",118,"27,09","1,91","4,50","8,69","16,91","1,50","1,45","1,41","4,50","-32,00","-30,70","-29,20"," 373.514.821,67"," 2.873,19","0,49","0,94","0,04","0,98","1,93","39,11",N/A,2
BBPO11,Lajes Corporativas,"85,29",1497,"0,90","1,08","3,22","6,32","12,71","1,07","1,05","1,06","3,22","1,60","2,71","-1,27"," 1.604.588.209,79"," 100,79","0,85","0,89","0,04","0,93","1,83","0,00","0,00",64
BBIM11,Títulos e Val. Mob.,N/A,N/A,"0,15","0,00","0,00","0,00","0,00","0,00","0,00","0,00",N/A,"0,00","0,00","0,00"," 31.366.206,76"," 30,31",N/A,"0,49","1,47","1,97","2,48",N/A,N/A,0
HAAA11,Lajes Corporativas,"60,50",81,"0,43","0,67","1,93","3,94","7,60","0,64","0,66","0,63","1,93","-8,44","-7,83","-18,21"," 307.889.953,82"," 89,11","0,68","0,53","-0,18","0,34","0,87","17,00",N/A,1
ITIP11,Títulos e Val. Mob.,"71,47",489,"0,81","1,12","3,36","6,10","13,28","1,12","1,02","1,11","3,36","-5,59","-4,53","-3,31"," 58.916.480,43"," 78,75","0,91","1,12","-1,08","0,02","1,09",N/A,N/A,0
RSPD11,Residencial,"10,02",103,"20,13","0,00","0,00","0,00","0,00","0,00","0,00","0,00",N/A,"0,00","0,00","0,00"," 171.070.236,81"," 1.148,04","0,01","0,63","0,00","0,63","0,63",N/A,N/A,0
RSPD11,Residencial,"10,02",20507,"20,13","0,00","0,00","0,00","0,00","0,00","0,00","0,00",N/A,"0,00","0,00","0,00"," 171.070.236,81"," 1.148,04","0,01","0,63","0,00","0,63","0,63",N/A,N/A,0
RSPD11,Residencial,"10,02",22773,"20,13","0,00","0,00","0,00","0,00","0,00","0,00","0,00",N/A,"0,00","0,00","0,00"," 171.070.236,81"," 1.148,04","0,01","0,63","0,00","0,63","0,63",N/A,N/A,0
RSPD11,Residencial,"10,03",42904,"20,13","0,00","0,00","0,00","0,00","0,00","0,00","0,00",N/A,"0,00","0,00","0,00"," 171.070.236,81"," 1.148,04","0,01","0,63","0,00","0,63","0,63",N/A,N/A,0
RSPD11,Residencial,"10,03",45627,"20,13","0,00","0,00","0,00","0,00","0,00","0,00","0,00",N/A,"0,00","0,00","0,00"," 171.070.236,81"," 1.148,04","0,01","0,63","0,00","0,63","0,63",N/A,N/A,0
RSPD11,Residencial,"10,03",25802,"20,13","0,00","0,00","0,00","0,00","0,00","0,00","0,00",N/A,"0,00","0,00","0,00"," 171.070.236,81"," 1.148,04","0,01","0,63","0,00","0,63","0,63",N/A,N/A,0
RSPD11,Residencial,"10,03",3196,"20,13","0,00","0,00","0,00","0,00","0,00","0,00","0,00",N/A,"0,00","0,00","0,00"," 171.070.236,81"," 1.148,04","0,01","0,63","0,00","0,63","0,63",N/A,N/A,0
RSPD11,Residencial,"10,05",31636,"20,13","0,00","0,00","0,00","0,00","0,00","0,00","0,00",N/A,"0,00","0,00","0,00"," 171.070.236,81"," 1.148,04","0,01","0,63","0,00","0,63","0,63",N/A,N/A,0
RSPD11,Residencial,"10,03",44516,"20,13","0,00","0,00","0,00","0,00","0,00","0,00","0,00",N/A,"0,00","0,00","0,00"," 171.070.236,81"," 1.148,04","0,01","0,63","0,00","0,63","0,63",N/A,N/A,0
PATL11,Híbrido,"60,17",6184,"0,60","0,97","2,79","5,13","9,65","0,93","0,85","0,80","2,79","-1,42","-0,46","-6,88"," 488.738.384,39"," 97,91","0,61","0,61","-0,11","0,50","1,10","0,00","0,00",4
EURO11,Logística,"225,00",374,"1,87","0,82","2,38","4,91","9,59","0,79","0,82","0,80","2,38","-4,43","-3,65","-1,96"," 124.828.841,27"," 325,13","0,69","0,58","-0,01","0,57","1,15","0,00",N/A,6
KNSC11,Títulos e Val. Mob.,"84,72",17152,"1,05","1,24","3,43","5,99","12,17","1,14","1,00","1,01","3,43","-2,61","-1,39","-0,52"," 1.172.318.046,98"," 88,30","0,96","0,99","0,28","1,27","2,47",N/A,N/A,0
HGBS11,Shoppings,"188,60",5145,"1,40","0,78","2,31","4,43","8,58","0,77","0,74","0,71","2,31","-0,96","-0,19","0,04"," 2.191.808.465,20"," 219,18","0,86","0,64","-1,00","-0,37","0,26","6,50",N/A,17
BBGO11,Títulos e Val. Mob.,"79,35",1906,"1,20","1,53","3,70","6,97","11,98","1,23","1,16","1,00","3,70","-1,72","-0,21","0,76"," 393.431.665,56"," 98,23","0,81","1,22","0,51","1,73","3,30",N/A,N/A,0
FIIB11,Híbrido,"450,00",766,"3,25","0,75","2,20","4,66","9,20","0,73","0,78","0,77","2,20","-2,70","-1,97","-2,08"," 315.582.209,62"," 460,70","0,98","0,71","0,05","0,75","1,47","6,28",N/A,1
GALG11,Híbrido,"8,14",297707,"0,08","1,01","2,85","5,45","10,59","0,95","0,91","0,88","2,85","-5,90","-4,95","-7,68"," 534.297.795,23"," 9,29","0,88","0,88","-0,26","0,62","1,49","0,00","0,00",6
VCJR11,Títulos e Val. Mob.,"85,26",18774,"1,20","1,39","3,65","5,51","12,08","1,22","0,92","1,01","3,65","-2,41","-1,06","-0,91"," 1.396.278.559,99"," 94,83","0,90","1,00","0,51","1,52","2,68",N/A,N/A,0
FLRP11,Shoppings,"1.650,00",5,"13,00","0,76","2,39","4,28","8,98","0,80","0,71","0,75","2,39","4,94","5,74","9,84"," 119.319.058,57"," 1.829,15","0,90","0,71","0,13","0,84","1,56","2,01",N/A,1
WPLZ11,Shoppings,"62,99",3,"0,45","0,71","1,96","4,03","7,36","0,65","0,67","0,61","1,96","-7,09","-6,44","-14,17"," 89.510.284,16"," 87,69","0,72","0,51","-0,16","0,35","0,87","11,00",N/A,1
HGLG11,Logística,"159,68",31554,"1,10","0,69","2,05","4,72","10,02","0,68","0,79","0,84","2,05","-1,24","-0,56","0,42"," 3.577.143.616,90"," 152,50","1,05","0,72","-0,47","0,25","0,97","6,90","6,50",17
VIFI11,Títulos e Val. Mob.,"6,62",2079,"0,07","1,01","2,90","5,46","10,48","0,97","0,91","0,87","2,90","-4,72","-3,76","-3,91"," 68.278.638,09"," 8,44","0,78","0,77","-0,98","-0,22","0,08",N/A,N/A,0
MXRF11,Híbrido,"10,34",503011,"0,12","1,17","3,42","6,19","12,71","1,14","1,03","1,06","3,42","0,49","1,66","4,79"," 2.284.497.771,46"," 10,11","1,02",N/A,N/A,N/A,N/A,N/A,N/A,0
KNCA11,Títulos e Val. Mob.,"103,40",15289,"1,40","1,35","3,54","7,50","14,81","1,18","1,25","1,23","3,54","-2,72","-1,40","-2,04"," 1.434.116.115,79"," 101,71","1,02","1,06","-0,36","0,70","1,98",N/A,N/A,0
KISU11,Títulos e Val. Mob.,"7,58",90225,"0,07","0,91","2,78","5,71","11,51","0,93","0,95","0,96","2,78","-3,27","-2,39","-2,40"," 369.848.082,31"," 8,37","0,91","0,90","-1,58","-0,70","0,18",N/A,N/A,0
TRXF11,Outros,"103,25",16892,"0,85","0,83","2,46","5,19","10,30","0,82","0,87","0,86","2,46","-1,83","-1,01","-0,26"," 1.236.662.707,13"," 103,12","1,00","0,82","-1,12","-0,30","0,51","0,00",N/A,44
HPDP11,Shoppings,"71,00",5,"0,45","0,63","1,86","3,60","6,93","0,62","0,60","0,58","1,86","0,55","1,19","-6,06"," 259.612.689,10"," 89,25","0,80","0,50","0,15","0,66","1,16","2,00",N/A,1
HFOF11,Títulos e Val. Mob.,"65,80",25197,"0,63","0,98","2,89","5,44","10,39","0,96","0,91","0,87","2,89","-1,56","-0,60","-0,65"," 1.769.007.331,90"," 76,87","0,86","0,82","-3,28","-2,49","-1,71",N/A,N/A,0
HOSI11,Híbrido,"56,39",17,"0,39","0,68","2,04","6,37","9,87","0,68","1,06","0,82","2,04","-6,29","-5,65","-9,01"," 53.221.116,38"," 92,81","0,61","0,45","0,25","0,70","1,18",N/A,N/A,2
JSRE11,Híbrido,"61,77",21939,"0,46","0,74","2,19","4,10","7,79","0,73","0,68","0,65","2,19","-8,28","-7,60","-1,70"," 2.341.749.373,70"," 112,76","0,55","0,41","-0,05","0,36","0,79","14,80","13,40",5
HGFF11,Títulos e Val. Mob.,"70,92",10245,"0,65","0,93","2,76","5,32","10,38","0,92","0,89","0,86","2,76","-1,66","-0,74","-0,74"," 238.937.080,44"," 83,44","0,85","0,78","-1,34","-0,57","0,19",N/A,N/A,0
VSHO11,Shoppings,"63,56",521,"0,69","1,12","3,15","5,57","10,19","1,05","0,93","0,85","3,15","-3,37","-2,28","-2,31"," 210.498.623,36"," 100,29","0,63","0,69","-0,01","0,68","2,89","12,96",N/A,3
VISC11,Shoppings,"104,62",15665,"0,82","0,81","2,35","4,55","8,61","0,78","0,76","0,72","2,35","-1,62","-0,82","-2,78"," 2.309.687.440,80"," 124,24","0,84","0,64","-0,08","0,56","1,23","8,30",N/A,15
AIEC11,Lajes Corporativas,"60,47",3209,"0,76","1,27","2,76","6,74","12,46","0,92","1,12","1,04","2,76","-2,70","-1,47","-7,45"," 454.619.127,52"," 94,22","0,64","0,19","0,00","0,19","0,19","0,00",N/A,2
VCRA11,Títulos e Valores Mobiliários,"100,00",5077,"1,50","1,48","3,79","6,51","0,00","1,26","1,08","0,00","3,79","-4,88","-3,47","-3,82"," 470.899.611,32"," 102,50","0,98","0,98","0,09","1,07","2,55",N/A,N/A,0
VRTA11,Títulos e Val. Mob.,"81,67",29688,"0,95","1,14","3,34","6,38","13,51","1,11","1,06","1,13","3,34","-6,74","-5,67","-1,06"," 1.419.458.078,02"," 91,04","0,90","1,04","0,25","1,30","2,41",N/A,N/A,0
HGIC11,Títulos e Val. Mob.,"89,10",184,"1,03","1,10","2,59","5,84","11,61","0,86","0,97","0,97","2,59","-6,46","-5,43","-6,22"," 53.391.265,10"," 115,39","0,77","0,57","0,00","0,57","0,57",N/A,N/A,0
CRFF11,Títulos e Val. Mob.,"60,72",299,"0,61","1,02","2,92","5,58","10,85","0,97","0,93","0,90","2,92","-6,38","-5,43","-3,21"," 55.899.806,48"," 81,01","0,75","0,75","-0,96","-0,21","0,53",N/A,N/A,0
QAGR11,Outros,"41,35",4158,"0,42","1,02","3,01","5,79","10,82","1,00","0,96","0,90","3,01","-2,66","-1,66","-0,34"," 281.473.386,20"," 55,85","0,74","0,73","-0,08","0,65","-1,68",N/A,N/A,12
RBLG11,Logística,"92,00",1,"0,88","0,96","2,83","5,54","11,04","0,94","0,92","0,92","2,83","-1,31","-0,36","-0,39"," 64.230.672,96"," 100,33","0,92","0,88","-1,10","-0,23","2,59","0,00",N/A,1
CXRI11,Híbrido,"61,80",104,"0,56","0,91","2,72","5,21","10,37","0,91","0,87","0,86","2,72","0,67","1,59","0,15"," 125.978.660,14"," 79,95","0,77","0,70","-0,60","0,09","0,79",N/A,N/A,0
GGRC11,Logística,"100,64",9332,"1,00","1,00","2,84","5,42","10,35","0,95","0,90","0,86","2,84","-4,07","-3,11","-0,63"," 1.012.610.974,87"," 124,49","0,81","0,76","-0,25","0,51","1,27","0,00","0,00",20
SNAG11,Títulos e Valores Mobiliários,"101,00",8748,"1,20","1,19","3,43","6,97","0,00","1,14","1,16","0,00","3,43","-0,10","1,09","3,06"," 300.917.926,62"," 100,31","1,01","1,06","-0,66","0,39","1,58",N/A,N/A,0
FGAA11,,"9,63",8198,"0,14","1,43","4,16","6,98","0,00","1,39","1,16","0,00","4,16","-1,21","0,20","3,69",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
OIAG11,,"10,66",68901,"0,15","1,38","4,62","7,49","0,00","1,54","1,25","0,00","4,62","1,78","3,19","10,07",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
RBIF11,Renda,"94,02",2,"0,34","0,34","0,34","0,00","0,00","0,11","0,00","0,00","0,34","0,00","0,34","0,34",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
GCRA11,Híbrido,"91,19",437,"1,27","1,34","3,92","7,65","15,70","1,31","1,27","1,31","3,92","-1,24","0,08","3,48"," 171.337.239,92"," 97,86","0,93","1,27","-0,18","1,08","2,34",N/A,N/A,0
DCRA11,Títulos e Valores Mobiliários,"8,62",24582,"0,12","1,38","3,91","6,53","0,00","1,30","1,09","0,00","3,91","-5,34","-4,03","-0,18",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
EGAF11,,"99,70",1195,"1,54","1,55","0,00","0,00","0,00","0,00","0,00","0,00","4,18","-2,18","-0,67","1,89",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
SEQR11,Outros,"59,32",1358,"0,69","1,16","3,46","6,64","12,69","1,15","1,11","1,06","3,46","-1,51","-0,36","2,41"," 150.446.499,47"," 93,53","0,63","0,74","0,04","0,77","1,52","0,00",N/A,0
ONEF11,Lajes Corporativas,"165,03",518,"0,98","0,58","1,71","3,35","6,75","0,57","0,56","0,56","1,71","-2,41","-1,84","-0,17"," 183.590.865,67"," 201,53","0,82","0,49","0,02","0,51","0,99","0,00",N/A,1
BLMG11,Logística,"61,36",4607,"0,76","1,24","3,54","6,63","12,45","1,18","1,10","1,04","3,54","-9,60","-8,48","-7,28"," 360.249.343,75"," 94,54","0,65","0,83","-0,39","0,43","1,27","0,00","0,00",4
FLCR11,Títulos e Val. Mob.,"92,80",1922,"1,20","1,28","3,62","6,59","14,63","1,21","1,10","1,22","3,62","-2,13","-0,88","1,40"," 62.240.022,77"," 98,23","0,94","1,17","-0,04","1,14","2,27",N/A,N/A,0
GTLG11,,"94,85",22,"0,70","0,74","2,18","4,32","8,54","0,73","0,72","0,71","2,18","-1,06","-0,33","-0,94"," 664.883.013,92"," 92,69","1,02","0,76","-0,87","-0,13","0,92",N/A,N/A,0
CXCI11,,"74,90",82,"0,83","1,10","3,28","6,50","0,00","1,09","1,08","0,00","3,28","-2,38","-1,31","4,00"," 186.004.058,68"," 90,39","0,83","0,92","-0,52","0,39","1,31",N/A,N/A,0
AGRX11,,"10,86",4689,"0,16","1,48","4,72","6,65","0,00","1,57","1,11","0,00","4,72","1,12","2,62","10,51",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
CCME11,Outros,N/A,N/A,"0,85","0,00","0,00","0,00","0,00","0,00","0,00","0,00",N/A,"0,00","0,00","0,00",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
RBRL11,Logística,"69,75",4022,"0,58","0,83","2,53","4,83","9,26","0,84","0,81","0,77","2,53","-4,84","-4,05","0,52"," 704.913.202,09"," 105,41","0,66","0,55","-0,62","-0,07","0,54","0,00","0,00",6
ERPA11,,"122,98",103,"0,72","0,59","1,70","3,37","0,00","0,57","0,56","0,00","1,70","-0,79","-0,21","4,23"," 68.656.083,51"," 137,06","0,90","0,51","0,00","0,51","0,51",N/A,N/A,0
CVBI11,Títulos e Val. Mob.,"84,59",20421,"1,05","1,23","3,60","6,36","13,17","1,20","1,06","1,10","3,60","-4,06","-2,88","-0,09"," 1.040.785.149,95"," 94,53","0,89","1,06","0,66","1,73","2,92",N/A,N/A,0
RCRB11,Lajes Corporativas,"110,00",3265,"0,74","0,68","1,97","3,76","6,95","0,66","0,63","0,58","1,97","-4,69","-4,05","-1,04"," 768.769.144,55"," 208,30","0,53","0,36","-0,08","0,27","0,62","28,40",N/A,10
BRCR11,Híbrido,"52,87",20887,"0,46","0,87","2,55","4,90","9,31","0,85","0,82","0,78","2,55","-6,57","-5,76","-0,32"," 2.673.022.814,44"," 100,35","0,53","0,50","0,15","0,65","-1,63","21,00","25,80",15
BMLC11,Lajes Corporativas,"104,32",6,"0,72","0,69","2,01","4,61","9,20","0,67","0,77","0,77","2,01","2,27","2,98","4,10"," 108.966.338,84"," 109,14","0,96","0,81","-0,05","0,76","4,10","7,00",N/A,2
FLMA11,Híbrido,"123,05",175,"0,85","0,69","1,96","4,26","8,54","0,65","0,71","0,71","1,96","1,19","1,89","-3,09"," 221.802.276,65"," 160,65","0,77","0,53","0,18","0,71","1,76","11,00",N/A,2
DVFF11,Híbrido,"62,25",287,"0,70","1,12","3,18","6,44","12,76","1,06","1,07","1,06","3,18","-9,14","-8,12","-4,83"," 96.973.773,60"," 88,09","0,71","0,79","-3,30","-2,54","-2,54",N/A,N/A,0
RECR11,Títulos e Val. Mob.,"76,34",5512,"1,26","1,64","3,88","6,27","13,18","1,29","1,04","1,10","3,88","-8,49","-6,99","-7,35"," 2.520.748.629,65"," 95,33","0,80","0,95","0,00","0,95","2,00",N/A,N/A,0
HCTR11,Outros,"52,51",85354,"0,50","0,93","2,93","6,22","13,92","0,98","1,04","1,16","2,93","-27,27","-26,59","-42,34"," 2.640.778.438,24"," 119,58","0,44","0,59","-0,81","-0,23","0,60",N/A,N/A,0
RECT11,Híbrido,"49,55",11565,"0,54","1,08","3,19","5,90","10,88","1,06","0,98","0,91","3,19","-2,53","-1,48","0,90"," 796.296.444,84"," 93,21","0,53","0,58","-0,23","0,35","0,93","15,10",N/A,8
CEOC11,Lajes Corporativas,"53,00",1994,"0,65","1,18","3,56","6,40","11,29","1,19","1,07","0,94","3,56","2,84","4,06","2,99"," 143.085.334,17"," 78,80","0,67",N/A,N/A,N/A,N/A,"0,00",N/A,1
BLCA11,Lajes Corporativas,"109,43",5,"0,57","0,52","1,69","3,54","6,77","0,56","0,59","0,56","1,69","-4,84","-4,35","29,39"," 228.125.530,48"," 142,58","0,77","0,40","0,00","0,40","0,40","0,00",N/A,1
DRIT11B,Lajes Corporativas,"88,99",15,"0,85","0,97","2,03","4,18","7,34","0,68","0,70","0,61","2,03","1,62","2,60","-12,58"," 61.244.986,20"," 132,20","0,67","0,34","-0,12","0,22","0,22","10,47",N/A,6
MGFF11,Títulos e Val. Mob.,"55,29",58136,"0,54","0,99","2,98","5,60","11,08","0,99","0,93","0,92","2,98","0,27","1,26","5,50"," 655.755.708,91"," 72,45","0,76","0,73","-6,10","-5,41","-2,96",N/A,N/A,0
CPFF11,Híbrido,"57,92",4827,"0,40","0,70","1,94","4,58","9,67","0,65","0,76","0,81","1,94","-1,57","-0,88","2,46"," 429.046.317,49"," 78,73","0,74","0,76","-2,56","-1,82","6,71",N/A,N/A,0
BCFF11,Títulos e Val. Mob.,"62,41",26128,"0,56","0,90","2,68","5,18","10,16","0,89","0,86","0,85","2,68","-1,68","-0,79","1,66"," 1.903.260.829,67"," 75,57","0,83","0,74","-3,03","-2,31","1,30",N/A,N/A,0
BLMR11,Títulos e Val. Mob.,"6,12",84989,"0,07","1,07","3,14","6,12","12,24","1,05","1,02","1,02","3,14","-1,61","-0,56","-0,58"," 191.253.303,93"," 7,49","0,82","0,87","-0,46","0,40","1,27",N/A,N/A,0
VSLH11,Outros,"4,84",139649,"0,03","0,61","2,89","6,22","13,35","0,96","1,04","1,11","2,89","-35,39","-35,00","-31,72"," 312.670.370,81"," 10,47","0,46","0,57","-0,12","0,45","1,50",N/A,N/A,0
FAED11,Outros,"142,00",797,"1,62","1,12","3,37","6,49","12,81","1,12","1,08","1,07","3,37","-1,31","-0,21","5,21"," 139.752.048,22"," 217,63","0,65",N/A,N/A,N/A,N/A,"0,00",N/A,3
BREV11,Híbrido,"91,00",6,"0,64","0,70","5,11","15,21","18,83","1,70","2,54","1,57","5,73","-11,30","-10,67","-6,48"," 113.444.241,78"," 117,29","0,78","0,55","-3,45","-2,92","-1,94","0,00",N/A,12
BIME11,,"6,71",5075,"0,09","1,34","3,47","5,61","14,26","1,16","0,94","1,19","3,47","-9,21","-7,99","-9,94"," 52.153.188,86"," 8,92","0,75","0,90","-0,25","0,64","1,54",N/A,N/A,0
MAXR11,Outros,"64,40",327,"0,74","1,14","2,54","5,17","10,18","0,85","0,86","0,85","2,54","2,97","4,14","13,63"," 139.022.535,82"," 123,50","0,52","0,26","0,00","0,26","0,26","2,80",N/A,8
DEVA11,Títulos e Val. Mob.,"52,25",53018,"0,70","1,33","3,73","6,57","13,91","1,24","1,10","1,16","3,73","-32,49","-31,60","-37,48"," 1.407.508.975,45"," 100,21","0,52","0,90","-0,94","-0,05","1,04",N/A,N/A,0
RBRP11,Outros,"44,30",15181,"0,27","0,61","1,79","3,39","7,97","0,60","0,56","0,66","1,79","-2,68","-2,08","-3,48"," 956.878.892,93"," 78,57","0,56","0,34","0,56","0,91","1,26","13,00","6,00",17
RVBI11,Títulos e Val. Mob.,"69,95",1286,"0,75","1,05","3,21","6,22","12,04","1,07","1,04","1,00","3,21","3,04","4,12","4,61"," 117.536.079,63"," 81,62","0,86","0,92","-1,04","-0,13","0,77",N/A,N/A,0
FISC11,Lajes Corporativas,"165,00",2,"0,40","0,00","0,00","0,00","0,00","0,00","0,00","0,00",N/A,"0,00","0,00","0,00"," 195.891.852,31"," 115,23","1,43","0,35","0,01","0,36","1,01",N/A,N/A,0
FATN11,Híbrido,"93,99",153,"0,83","0,88","2,62","5,39","10,62","0,87","0,90","0,89","2,62","-0,79","0,08","2,63"," 120.479.427,65"," 99,15","0,95","0,75","0,15","0,90","1,81","4,30",N/A,7
NCRI11,Títulos e Valores Mobiliários,"9,01",25,"0,11","1,22","0,00","0,00","0,00","0,00","0,00","0,00","2,39","-4,05","-2,88","-1,74"," 40.104.262,88"," 10,15","0,89","1,08","0,53","1,61","2,72",N/A,N/A,0
RBOP11,Outros,"421,00",121,"8,25","1,97","1,97","3,45","12,99","0,66","0,57","1,08","1,97","0,00","1,97","1,97"," 78.396.590,65"," 771,13","0,55","1,07","0,02","1,09","2,17","0,00",N/A,2
NCHB11,Títulos e Val. Mob.,"78,70",7788,"1,03","1,29","3,64","7,22","14,51","1,21","1,20","1,21","3,64","-6,58","-5,37","-4,78"," 145.806.912,83"," 90,18","0,87","1,11","-1,14","-0,04","3,18",N/A,N/A,0
RBRF11,Títulos e Val. Mob.,"64,61",36181,"0,63","0,98","2,92","5,64","10,75","0,97","0,94","0,90","2,92","0,97","1,95","1,77"," 1.130.629.129,06"," 82,64","0,78","0,76","-4,16","-3,43","0,80",N/A,N/A,0
IRDM11,Títulos e Val. Mob.,"78,25",88447,"0,91","1,16","3,28","5,81","12,86","1,09","0,97","1,07","3,28","-9,12","-8,06","-11,66"," 3.389.714.938,91"," 93,04","0,84","0,75","-1,77","-1,03","3,28",N/A,N/A,0
RBRY11,Títulos e Val. Mob.,"91,89",828,"1,25","1,36","3,84","7,13","14,40","1,28","1,19","1,20","3,84","-2,41","-1,08","0,07"," 553.436.918,69"," 99,78","0,92","1,15","0,00","1,15","1,15",N/A,N/A,0
SEQR11,Outros,"59,32",1358,"0,69","1,16","3,46","6,64","12,69","1,15","1,11","1,06","3,46","-1,56","-0,41","2,36"," 150.446.499,47"," 93,53","0,63","0,74","0,04","0,77","1,52","0,00",N/A,0
RBRR11,Títulos e Val. Mob.,"86,94",44216,"1,00","1,15","3,41","6,02","12,55","1,14","1,00","1,05","3,41","2,04","3,22","8,16"," 1.269.607.818,89"," 94,47","0,92","1,01","0,00","1,01","1,01",N/A,N/A,0
GAME11,Híbrido,"8,30",3644,"0,10","1,20","3,52","6,85","14,64","1,17","1,14","1,22","3,52","-3,49","-2,33","-0,86"," 213.869.218,74"," 9,86","0,84","1,01","0,23","1,25","1,25",N/A,N/A,0
IBCR11,Títulos e Val. Mob.,"70,01",7288,"0,80","1,14","3,66","6,48","14,45","1,22","1,08","1,20","3,66","-7,46","-6,40","-3,43"," 91.539.316,32"," 95,51","0,73","0,84","-0,91","-0,08","9,49",N/A,N/A,0
IRIM11,Híbrido,"84,48",606,"1,03","1,23","3,49","5,94","14,04","1,16","0,99","1,17","3,49","-5,27","-4,11","-3,38"," 186.681.888,44"," 97,23","0,87","0,74","-1,35","-0,62","2,72",N/A,N/A,0
